Smiles,DockingScore_1Reward,QEDReward,Reward,DockingScore_1Property,QEDProperty,Epoch
C1=CC2c3ccccc3NC(C3(C4CCC(c5ccccc5)C4C45CC6CC(CC(C6)C4)C5)NCCCC3CN3CNC4CCCNC43)C2C1,8.4,0.23598210102261563,8.635982101022616,-8.4,0.23598210102261563,200
O=C(CCC1CCCCC1)NC1CCN(C2CC(N3CCOCC3)CNN2)C1(C12CC3CC(CC(C3)C1)C2)C12CC3CC(CC(C3)C1)C2,8.3,0.2866559953120276,8.586655995312029,-8.3,0.2866559953120276,200
O=C(CC1CCNCC1)N1CCCC1C1NNCN1CC1CCNCC1(C12CC3CC(CC(C3)C1)C2)C12CC3CC(CC(C3)C1)C2,8.8,0.31373291919961716,9.113732919199618,-8.8,0.31373291919961716,200
O=C1NC(c2ccccc2)NC2C1CCNC2(c1ccc2c(c1)C1C=CCC1CN2)C1CCC(c2ccccc2)C1C1CCCCC1,9.9,0.21880500844723655,10.118805008447238,-9.9,0.21880500844723655,200
O=C(NCC1CCCN1)C1c2ccccc2C(=O)N(C2C=CC=CC2)C12CCCC2(C12CC3CC(CC(C3)C1)C2)C12CC3CC(CC(C3)C1)C2,7.9,0.31944472655240963,8.21944472655241,-7.9,0.31944472655240963,200
O=C(CCS(=O)(=O)C1=CC=CC2NCCC2C1)N1CCCN2NC(c3ccccc3)CC2C1(C12CC3CC(CC(C3)C1)C2)C12CC3CC(CC(C3)C1)C2,8.8,0.30509303801394183,9.105093038013942,-8.8,0.30509303801394183,200
O=C1CCCC1CCNC(=O)C1NC(c2ccccc2)N2C1CCCCC2(C12CC3CC(CC(C3)C1)C2)C12CC3CC(CC(C3)C1)C2,9.5,0.31868991465626784,9.818689914656268,-9.5,0.31868991465626784,200
c1ccc(C2CCCC(C3NCCCC3CN3CNC4CCCNC43)C2C2CCCC2C23CC4CC(CC(C4)C2)C3)cc1,9.9,0.3327634401761926,10.232763440176193,-9.9,0.3327634401761926,200
O=C1CCCC1CCNC(=O)C1NC(c2ccccc2)N2C1CCCCC2(C1CCCC1C1CCCCC1C12CC3CC(CC(C3)C1)C2)C12CC3CC(CC(C3)C1)C2,8.5,0.26166605789745184,8.761666057897452,-8.5,0.26166605789745184,200
O=C(NC1=CCC2NC(=O)C3CCCN3C(=O)C2C1)C1=CCC(N2CNNN2)CC1(C12CC3CC(CC(C3)C1)C2)C12CC3CC(CC(C3)C1)C2,10.2,0.29539846150085575,10.495398461500855,-10.2,0.29539846150085575,200
O=C1NC(c2ccccc2)NC2C1CCNC2(C1CCN(C23CC4CC(CC(C4)C2)C3)CC1C1CCCC1)C12CC3CC(CC(C3)C1)C2,9.3,0.31034020108909566,9.610340201089096,-9.3,0.31034020108909566,200
C1=CC2c3cc(C4C(c5ccccc5)CCCC4C4(C5CCCC5)NCCCC4CN4CNC5CCCNC54)ccc3NCC2C1,10.1,0.255711500112327,10.355711500112326,-10.1,0.255711500112327,200
O=C(CC1(N2CC=CC2)CCOCC1)NC1NNC(C2CCCCC2)S1(c1ccccc1-c1ccccc1C12CC3CC(CC(C3)C1)C2)C1CCCC1,7.8,0.224368439636697,8.024368439636698,-7.8,0.224368439636697,200
C1=CC2c3cc(C4(C5CCCC(C6CCCCC6)C5C5Nc6ccccc6C6C=CCC65)C=CCC(N5CCCC5)C4)ccc3NCC2C1,9.1,0.3145814982092126,9.414581498209213,-9.1,0.3145814982092126,200
O=C(NC1=CCC2NC(=O)C3CCCN3C(=O)C2C1)C1=CCC(N2CNNN2)CC1(C1CCCC(C2CCCC2)C1c1ccccc1)C12CC3CC(CC(C3)C1)C2,8.7,0.21923621318560102,8.9192362131856,-8.7,0.21923621318560102,200
O=C1NC(=O)C2NCC(=O)C2(N2CCOCC2(C2C(C34CC5CC(CC(C5)C3)C4)CCC2C23CC4CC(CC(C4)C2)C3)C23CC4CC(CC(C4)C2)C3)N1,8.7,0.3027647659455588,9.002764765945559,-8.7,0.3027647659455588,200
C1=CC(C2C(c3ccccc3)CCCC2C23CC4CC(CC(C4)C2)C3)(C23CC4CC(CC(C4)C2)C3)CC(C2=CCC(N3CCOCC3)NN2)C1,8.5,0.2946746863772823,8.794674686377283,-8.5,0.2946746863772823,200
O=C1CC2C(CCCC2(C2CCCC(C34CC5CC(CC(C5)C3)C4)C2c2ccc3c(c2)C2C=CCC2CN3)C2Nc3ccccc3C3C=CCC32)NN1,9.8,0.23901918832153504,10.039019188321536,-9.8,0.23901918832153504,200
O=C(COc1ccccc1)N1CC(C2NCON2)C2(CCOCC2)C1(C12CC3CC(CC(C3)C1)C2)C12CC3CC(CC(C3)C1)C2,7.9,0.4154570246660937,8.315457024666093,-7.9,0.4154570246660937,200
C1=CC(c2ccc(-c3ccccc3)cc2C2CCCCC2)(C2CCCC2)NC(CN2CCC(CCC3NC(C4CCOCC4)NO3)CC2)C1,8.7,0.22162111871194104,8.92162111871194,-8.7,0.22162111871194104,200
c1ccc(C2CCCCC2C2(C3CCCC3C34CC5CC(CC(C5)C3)C4)NCCCC2CN2CNC3CCCNC32)cc1,8.7,0.3288498526949976,9.028849852694997,-8.7,0.3288498526949976,200
C1=CC(C2C(c3ccccc3)CCCC2C23CC4CC(CC(C4)C2)C3)(C23CC4CC(CC(C4)C2)C3)CC(N2CCCC2)C1,9.4,0.31469231033929485,9.714692310339295,-9.4,0.31469231033929485,200
CN(Cc1cccc(C2CCCC2)c1)S1(C23CC4CC(CC(C4)C2)C3)C=CC=C1C(=O)NC1CCCC1C(=O)N1CCc2ccccc2C1,9.1,0.3041632937057887,9.404163293705789,-9.1,0.3041632937057887,200
O=S(=O)(c1ccccc1)N1CC(C2NC(Cc3ccccc3)NO2)C1(C1CCCCC1C1CCCCC1C1CCCC1)C12CC3CC(CC(C3)C1)C2,8.0,0.2701131948382039,8.270113194838205,-8.0,0.2701131948382039,200
O=C(C1CCOC1)N1CCC(OC2NOC(C3CNCCN3)N2)CC1(C1C(c2ccccc2)CCCC1C12CC3CC(CC(C3)C1)C2)C12CC3CC(CC(C3)C1)C2,8.7,0.2318877321648665,8.931887732164865,-8.7,0.2318877321648665,200
O=C(COc1ccccc1)N1CC(C2NCON2)C2(CCOCC2)C1(C12CC3CC(CC(C3)C1)C2)C12CC3CC(CC(C3)C1)C2,7.9,0.4154570246660937,8.315457024666093,-7.9,0.4154570246660937,200
O=C(CC1(N2CC=CC2)CCOCC1)NC1NNC(C2CCCCC2)S1(C1Nc2ccccc2C2C=CCC21)C1C(c2ccccc2)CCCC1C1CCCC1,8.5,0.1904348466424362,8.690434846642436,-8.5,0.1904348466424362,200
O=C1CCCC1CCNC(=O)C1NC(c2ccccc2)N2C1CCCCC2(C12CC3CC(CC(C3)C1)C2)C12CC3CC(CC(C3)C1)C2,9.5,0.31868991465626784,9.818689914656268,-9.5,0.31868991465626784,200
O=C1Nc2ccccc2OCC1CC(=O)N1CCN(C2CCCCN2)CC1(C12CC3CC(CC(C3)C1)C2)C12CC3CC(CC(C3)C1)C2,10.1,0.38780737191673637,10.487807371916736,-10.1,0.38780737191673637,200
O=S(=O)(c1ccccc1)N1CC(C2NC(Cc3ccccc3)NO2)C1(c1ccc2c(c1)OCO2)C12CC3CC(CC(C3)C1)C2,7.6,0.3803952866199503,7.98039528661995,-7.6,0.3803952866199503,200
