Smiles,CATS_EuclidReward,QEDReward,Tanimoto_map4Reward,Reward,CATS_EuclidProperty,QEDProperty,Tanimoto_map4Property,Epoch
Cc1ccc(-c2cc(-c3cccc(C4N(C(=O)COc5ccccc5)CC(C5NCON5)C45CCOCC5)c3)on2)cc1Cl,-78.3666610188635,0.2714584415274163,-0.5218750000000001,-78.61707757733608,49.18333050943175,0.2714584415274163,0.9609375,200
CC=Cc1cc(-c2ccc(C3C(CC4NCNN4)CN3C(=O)Nc3ccccc3)cc2)co1,-62.21921916437786,0.44923453267403674,-0.5355468750000001,-62.30553150670383,41.10960958218893,0.44923453267403674,0.9677734375,200
CC(C)Oc1cc(-c2ccc(-c3ccco3)c(C3C=CCC(CN4CCNc5ccccc54)C3)c2)on1,-68.24964589164084,0.2701052241184397,-0.5394531250000001,-68.5189937925224,44.12482294582042,0.2701052241184397,0.9697265625,200
c1csc(-c2cc(Cc3cc(C4C5CNCC4CNC5)co3)on2)n1,-42.0966987850401,0.7480255639636334,-0.5746093750000001,-41.92328259607646,31.04834939252005,0.7480255639636334,0.9873046875,200
C=Cc1ccc(-c2ccc(-c3cc(C4NCCCC4CN4CNC5CCCNC54)co3)s2)s1,-35.35341001239219,0.44339603865643473,-0.5238281250000001,-35.43384209873575,27.676705006196094,0.44339603865643473,0.9619140625,200
C=Cc1ccc(-c2ccc(CC3C(C4NC(Cc5ccccc5)NO4)CN3S(=O)(=O)c3ccccc3)cc2Cl)cc1Cl,-81.78408519999579,0.22212440248642584,-0.5453125000000001,-82.10727329750935,50.89204259999789,0.22212440248642584,0.97265625,200
O=C(CC1(N2CC=CC2)CCOCC1)NC1NNC(C2CCCCC2)[SH]1c1ccc(-c2csc(Cc3cccs3)n2)s1,-48.0294054067798,0.16662731007879278,-0.5550781250000001,-48.41785622170101,34.0147027033899,0.16662731007879278,0.9775390625,200
O=C(C1CNN(C2CC(c3ncno3)CCN2)C1)N1CCCC1c1cc(-c2nc(Cc3ccco3)cs2)no1,-68.88194417315589,0.3510825277014505,-0.5589843750000001,-69.08984602045443,44.44097208657794,0.3510825277014505,0.9794921875,200
Cc1csc(-c2cc(-c3cc(N4CCC5CC=CCC54)no3)on2)n1,-31.341990611973742,0.6530884991169852,-0.5707031250000001,-31.259605237856757,25.67099530598687,0.6530884991169852,0.9853515625,200
Cc1nc(-c2ccc(C3(c4nnco4)C=CCC(CN4CCC(CCC5NC(C6CCOCC6)NO5)CC4)N3)s2)cs1,-42.22539674441618,0.30101457196845915,-0.5746093750000001,-42.49899154744772,31.11269837220809,0.30101457196845915,0.9873046875,200
Cc1nc(-c2nnc(-c3cc(C4CC4CN4CCNC4CCC4CCCN4C(=O)CCN4CCCN4)on3)o2)cs1,-45.7875368135941,0.3468357006563322,-0.5609375000000001,-46.00163861293777,32.89376840679705,0.3468357006563322,0.98046875,200
Cc1cc(-c2ccc(-c3cc(C4CC4CN4CCNC4CCC4CCCN4C(=O)CCN4CCCN4)on3)s2)on1,-38.71967302361279,0.34798542719228404,-0.5472656250000001,-38.91895322142051,29.359836511806396,0.34798542719228404,0.9736328125,200
O=C(C1CCOC1)N1CCC(OC2NOC(C3CNCCN3)N2)CC1c1cc(-c2ccc(Cc3ccccc3)s2)co1,-57.45966692414834,0.31354888007227744,-0.5375000000000001,-57.68361804407606,38.72983346207417,0.31354888007227744,0.96875,200
O=C1NC(=O)C2NCC(=O)C2(N2CCOCC2c2ccc(-c3ccc(-c4csc(-c5ccno5)n4)s3)cc2)N1,-88.664621657649,0.3350513771261117,-0.5433593750000001,-88.87292965552288,54.3323108288245,0.3350513771261117,0.9716796875,200
O=C1NC(=O)C2NCC(=O)C2(N2CCOCC2c2coc(-c3ccc(Cc4cccc(Cl)c4)c(Cl)c3)c2)N1,-78.20386957752734,0.4431250877873006,-0.5414062500000001,-78.30215073974004,49.10193478876367,0.4431250877873006,0.970703125,200
Cc1nc(-c2cc(-c3ccc(C4NCCCC4CN4CNC5CCCNC54)s3)on2)cs1,-33.14132102234569,0.5232357185587286,-0.5648437500000001,-33.182929053786964,26.570660511172846,0.5232357185587286,0.982421875,200
Cc1cc(-c2nc(-c3cc(C4NCCCC4CN4CNC5CCCNC54)co3)cs2)co1,-31.845925587262883,0.5397898024292755,-0.5531250000000001,-31.85926078483361,25.92296279363144,0.5397898024292755,0.9765625,200
C1=CC(c2nnc(-c3nnc(-c4coc(-c5ccoc5)c4)o3)o2)CC(C2NCCN3CCNC23)C1,-66.37129152675674,0.4130133034929745,-0.5570312500000001,-66.51530947326376,43.18564576337837,0.4130133034929745,0.978515625,200
C=Cc1nc(-c2coc(-c3ccc(C4CCCCN5C(=O)N(CC6CC6)NC45)s3)c2)cs1,-33.81449618829484,0.48247372803164706,-0.5394531250000001,-33.87147558526319,26.90724809414742,0.48247372803164706,0.9697265625,200
O=C(NC1CCCC1C(=O)N1CCc2ccccc2C1)C1=CC=C[SH]1c1ccc(-c2nc(Cc3ccoc3)cs2)s1,-40.69596362197407,0.23141880654352978,-0.5394531250000001,-41.003997940430544,30.347981810987037,0.23141880654352978,0.9697265625,200
Cc1ccc(-c2ccc(-c3ccc([SH]4C(NC(=O)CC5(N6CC=CC6)CCOCC5)NNC4C4CCCCC4)s3)s2)s1,-43.71812928829596,0.15604985681815509,-0.5375000000000001,-44.09957943147781,31.85906464414798,0.15604985681815509,0.96875,200
Cc1ccc(-c2cc(-c3ccc(C4COCCN4C45NC(=O)NC(=O)C4NCC5=O)cc3)on2)s1,-64.33267456923205,0.5027291600263658,-0.5414062500000001,-64.37135165920569,42.16633728461603,0.5027291600263658,0.970703125,200
O=C(COc1ccccc1)N1CC(C2NCON2)C2(CCOCC2)C1c1ccc(-c2cccc(C=Cc3ccoc3)c2)cc1,-77.67292357659824,0.26398235122124125,-0.5277343750000001,-77.93667560037699,48.83646178829912,0.26398235122124125,0.9638671875,200
O=C(C1CNN(C2CC(c3ncno3)CCN2)C1)N1CCCC1Cc1cc(-c2ccc(-c3ccco3)s2)co1,-58.2815431631237,0.3522102359085908,-0.5414062500000001,-58.47073917721511,39.14077158156185,0.3522102359085908,0.970703125,200
c1coc(-c2csc(-c3ccc(C4C5CNCC4CNC5)cc3-c3ccco3)n2)c1,-70.33271832508971,0.4968633545712055,-0.5335937500000001,-70.3694487205185,45.16635916254486,0.4968633545712055,0.966796875,200
O=C(CC1(N2CC=CC2)CCOCC1)NC1NNC(C2CCCCC2)[SH]1c1ccc(-c2ccc(-c3nc(-c4ccon4)cs3)s2)s1,-69.01685233707154,0.11149664297082877,-0.5570312500000001,-69.4623869441007,44.50842616853577,0.11149664297082877,0.978515625,200
Cc1nc(-c2cc(-c3ccc(C4CC4CN4CCNC4CCC4CCCN4C(=O)CCN4CCCN4)s3)no2)cs1,-34.91812087098393,0.334133017145616,-0.5394531250000001,-35.12344097883831,27.459060435491963,0.334133017145616,0.9697265625,200
O=C(C1CNN(C2CC(c3ncno3)CCN2)C1)N1CCCC1c1coc(Cc2coc(-c3ccon3)c2)c1,-56.105190361761785,0.3622191027958828,-0.5453125000000001,-56.2882837589659,38.05259518088089,0.3622191027958828,0.97265625,200
Cc1cc(-c2ccc(-c3coc(C4CCCCC5C(C(=O)NCCC6CCCC6=O)NC(c6ccccc6)N45)c3)s2)co1,-48.23488843692792,0.21998937665888035,-0.5414062500000001,-48.55630531026904,34.11744421846396,0.21998937665888035,0.970703125,200
C=CC=Cc1ccccc1-c1ccc(C2C(CC3NCNN3)CN2C(=O)Nc2ccccc2)cc1,-59.87490219086344,0.36539154793078626,-0.5218750000000001,-60.031385642932655,39.93745109543172,0.36539154793078626,0.9609375,200
Cc1nnc(-c2coc(-c3ccc(C4CC(OC5NOC(C6CNCCN6)N5)CCN4C(=O)C4CCOC4)s3)c2)o1,-68.70174744614674,0.3201437739609451,-0.5570312500000001,-68.93863492218578,44.35087372307337,0.3201437739609451,0.978515625,200
